都道府県,"東京都,市区町村","広島市,福岡市",店舗名,所在地,latitude,longitude
茨城県,,,友部サービスエリア（上り線）店,茨城県 笠間市 長兎路梶山久保1059-6 友部サービスエリア（上り線）,,
茨城県,,,友部サービスエリア（下り線）店,茨城県 笠間市 長兎路梶山久保1051-3 友部サービスエリア（下り線）,,
茨城県,,,水戸エクセル店,茨城県 水戸市 宮町1-1-1 エクセル,,
茨城県,,,水戸エクセル5階店,茨城県 水戸市 宮町1-1-1 水戸エクセル5階,,
茨城県,,,水戸駅南中央通り店,茨城県 水戸市 元吉田町303-1,,
茨城県,,,水戸　県庁前店,茨城県 水戸市 笠原町978-40,,
茨城県,,,水戸赤塚店,茨城県 水戸市 姫子2-751-16,,
茨城県,,,ひたちなか店,茨城県 ひたちなか市 馬渡砂久保542-3,,
茨城県,,,ひたちなか西光地店,茨城県 ひたちなか市 西光地2-17-2,,
茨城県,,,鹿島店,茨城県 鹿嶋市 鉢形980,,
茨城県,,,神栖店,茨城県 神栖市 平泉281-22,,
茨城県,,,石岡店,茨城県 石岡市 石岡2925-1,,
茨城県,,,常陸多賀店,茨城県 日立市 桜川町1-2-15,,
茨城県,,,日立シーマークスクエア店,茨城県 日立市 東滑川町5-1-6 シーマークスクエア,,
茨城県,,,日立総合病院店,茨城県 日立市 城南町2-1-1,,
茨城県,,,イオンモール水戸内原店,茨城県 水戸市 内原2-1,,
栃木県,,,宇都宮上戸祭店,栃木県 宇都宮市 上戸祭町欠ノ上366-7,,
栃木県,,,宇都宮鶴田店,栃木県 宇都宮市 鶴田2-12-12,,
栃木県,,,ＦＫＤ宇都宮インターパーク店,栃木県 宇都宮市 インターパーク6-1-1 FKDショッピングモール宇都宮インターパーク,,
栃木県,,,宇都宮インターパークステージ店,栃木県 宇都宮市 インターパーク4-2-3 インターパークステージ,,
栃木県,,,獨協医科大学病院店,栃木県 下都賀郡 壬生町北小林880,,
栃木県,,,宇都宮城東店,栃木県 宇都宮市 城東2-24-11,,
栃木県,,,宇都宮福田屋店,栃木県 宇都宮市 今泉町237 福田屋ショッピングプラザ宇都宮店,,
栃木県,,,宇都宮パセオ店,栃木県 宇都宮市 今泉町237 福田屋ショッピングプラザ宇都宮店,,
栃木県,,,宇都宮パセオ店,栃木県 宇都宮市 川向町1-23 パセオ　1F,,
栃木県,,,済生会宇都宮病院店,栃木県 宇都宮市 竹林町911-1 恩賜財団　済生会宇都宮病院,,
栃木県,,,宇都宮ゆいの杜店,栃木県 宇都宮市 ゆいの杜4-12-17,,
栃木県,,,真岡店,栃木県 真岡市 下高間木1-14-4,,
栃木県,,,宇都宮イトーヨーカドー店,栃木県 宇都宮市 陽東6-2-1 イトーヨーカドー宇都宮店,,
栃木県,,,鹿沼店,栃木県 宇都宮市 陽東6-2-1 イトーヨーカドー宇都宮店,,
栃木県,,,鹿沼店,栃木県 鹿沼市 西茂呂3-12-3,,
栃木県,,,おやまゆうえんハーヴェストウォーク店,栃木県 小山市 喜沢1475 おやまゆうえんハーヴェストウォーク,,
栃木県,,,ヴァル小山店,栃木県 小山市 城山町3-3-22 VAL小山,,
栃木県,,,小山店,栃木県 小山市 東城南1-27-１,,
栃木県,,,大田原美原店,栃木県 大田原市 美原2-3232-7,,
栃木県,,,足利福居町店,栃木県 足利市 福居町254-6,,
栃木県,,,TSUTAYA 佐野店,栃木県 佐野市 田島町51,,
栃木県,,,イオンモール佐野新都市店,栃木県 佐野市 高萩町1324-1 イオンモール佐野新都市,,
栃木県,,,佐野プレミアム・アウトレット店,栃木県 佐野市 越名町2058番地 佐野プレミアム・アウトレット370区,,
栃木県,,,佐野プレミアム・アウトレット プレイグラウンド店,栃木県 佐野市 越名町2058 佐野プレミアム・アウトレット7020区,,
栃木県,,,栃木倭町店,栃木県 栃木市 倭町7-1 TS-TOWN Tochigi,,
栃木県,,,道の駅しもつけ店,栃木県 下野市 薬師寺3720-1 道の駅しもつけ,,
栃木県,,,自治医科大学附属病院店,栃木県 下野市 薬師寺3311-1 自治医科大学附属病院,,
栃木県,,,西那須野店,栃木県 那須塩原市 五軒町5-19,,
栃木県,,,那須ガーデンアウトレット店,栃木県 那須塩原市 塩野崎184-7 那須ガーデンアウトレット,,
埼玉県,,,浦和パルコ店,埼玉県 さいたま市浦和区 東高砂町11-1 浦和パルコ　1階,,
埼玉県,,,浦和西口店,埼玉県 さいたま市浦和区 高砂2-5-1 KOMON,,
埼玉県,,,浦和 蔦屋書店,埼玉県 さいたま市浦和区 高砂1-16-12 アトレ浦和,,
埼玉県,,,さいたま新都心店,埼玉県 さいたま市中央区 新都心10 けやきひろば(013区画）,,
埼玉県,,,さいたま新都心 コクーンシティ コクーン2店,埼玉県 さいたま市大宮区 吉敷町4-263-1 コクーンシティ,,
埼玉県,,,さいたま新都心 コクーンシティ コクーン1店,埼玉県 さいたま市大宮区 吉敷町4-267-2 コクーンシティ,,
埼玉県,,,ルミネ大宮 LUMINE2店,埼玉県 さいたま市大宮区 錦町630 ルミネ大宮 LUMINE2 3F,,
埼玉県,,,ルミネ大宮 LUMINE1店,埼玉県 さいたま市大宮区 錦町630 ルミネ大宮 LUMINE1 B1F,,
埼玉県,,,エキュート大宮ノース店,埼玉県 さいたま市大宮区 錦町630 エキュート大宮ノース,,
埼玉県,,,大宮西口店,埼玉県 さいたま市大宮区 桜木町1-1-12 NYビル,,
埼玉県,,,大宮マルイ店,埼玉県 さいたま市大宮区 桜木町2-3 大宮マルイ,,
埼玉県,,,さいたま土呂店,埼玉県 さいたま市北区 土呂町2-45-15,,
埼玉県,,,大宮宮原ステラタウン店,埼玉県 さいたま市北区 宮原町1-854-1 ステラタウン,,
埼玉県,,,ララガーデン川口店,埼玉県 川口市 宮町18-9 ララガーデン川口,,
埼玉県,,,アリオ川口店,埼玉県 川口市 並木元町1-79 アリオ川口1F,,
埼玉県,,,イオンモール川口店,埼玉県 川口市 安行領根岸3180 イオンモール川口,,
埼玉県,,,イオンモール川口前川店,埼玉県 川口市 前川1-1-11,,
埼玉県,,,ビーンズ戸田公園店,埼玉県 戸田市 本町4-15-1 ビーンズ戸田公園,,
埼玉県,,,イオンモール北戸田店,埼玉県 戸田市 美女木東1-3-1 イオンモール北戸田,,
埼玉県,,,武蔵浦和ＢＥＡＮＳ店,埼玉県 さいたま市南区 別所7-12-1 武蔵浦和ビーンズ 1F,,
埼玉県,,,浦和別所店,埼玉県 さいたま市南区 別所3-2-2,,
埼玉県,,,イオンモール浦和美園店,埼玉県 さいたま市緑区 美園5-50-1 イオンモール浦和美園,,
埼玉県,,,TSUTAYA ハレノテラス東大宮店,埼玉県 さいたま市見沼区 島町393,,
埼玉県,,,さいたま大和田店,埼玉県 さいたま市見沼区 大和田町1-1931,,
埼玉県,,,イオンモール与野店,埼玉県 さいたま市中央区 本町西5-2-9 イオンモール与野,,
埼玉県,,,さいたま南与野店,埼玉県 さいたま市中央区 鈴谷5-3-18,,
埼玉県,,,草加ヴァリエ店,埼玉県 草加市 高砂2-5-25 ヴァリエ,,
埼玉県,,,ららぽーと新三郷店,埼玉県 三郷市 新三郷ららシティ3-1-1 ららぽーと新三郷 2階,,
埼玉県,,,三郷中央店,埼玉県 三郷市 中央4-11-3,,
埼玉県,,,三郷イトーヨーカドー店,埼玉県 三郷市 ピアラシティ1-1-1 イトーヨーカドー三郷店,,
埼玉県,,,越谷イオンレイクタウン mori 1階店,埼玉県 三郷市 ピアラシティ1-1-1 イトーヨーカドー三郷店,,
埼玉県,,,越谷イオンレイクタウン mori 1階店,埼玉県 越谷市 レイクタウン3-1-1 イオンレイクタウン mori,,
埼玉県,,,越谷イオンレイクタウン mori ガーデンウォーク店,埼玉県 越谷市 レイクタウン3-1-1 イオンレイクタウン mori,,
埼玉県,,,越谷イオンレイクタウン mori 3階店,埼玉県 越谷市 レイクタウン3-1-1 イオンレイクタウン mori,,
埼玉県,,,越谷イオンレイクタウン kaze 1階店,埼玉県 越谷市 レイクタウン4-2-2 イオンレイクタウン kaze 1F,,
埼玉県,,,越谷レイクタウン アウトレット店,埼玉県 越谷市 レイクタウン4-1-1 レイクタウンアウトレット,,
埼玉県,,,越谷イオンレイクタウン Kaze 2階レイクタウンゲート店,埼玉県 越谷市 レイクタウン4-2-2 イオンレイクタウン Kaze　2F,,
埼玉県,,,東武新越谷駅店,埼玉県 越谷市 南越谷1-11-4 東武新越谷駅ビル,,
埼玉県,,,獨協医科大学埼玉医療センター店,埼玉県 越谷市 南越谷2-1-50 獨協医科大学埼玉医療センター,,
埼玉県,,,ララガーデン春日部店,埼玉県 春日部市 南1-1-1(店舗番号1230) ララガーデン春日部,,
埼玉県,,,イオンモール春日部店,埼玉県 春日部市 南1-1-1(店舗番号1230) ララガーデン春日部,,
